-3.99703125,6.10349445363193E-08
-3.9971875,3.05175744088613E-07
-3.9959375,7.01904323970774E-07
-3.99665625,3.35693305174796E-07
-3.99621875,1.25122070099545E-06
-3.996046875,4.27246070907066E-07
-3.996,1.61743163999061E-06
-3.995734375,1.34277345283674E-06
-3.993859375,1.61743163999061E-06
-3.993859375,7.62939426834918E-07
-3.9934375,1.34277342255793E-06
-3.992953125,1.40380858036276E-06
-3.99296875,3.35693305174796E-07
-3.9923125,2.22778320456633E-06
-3.99253125,4.88281277139179E-07
-3.992203125,5.49316375873508E-07
-3.990984375,9.76562512644996E-07
-3.990375,8.23974621377383E-07
-3.98946875,2.44140666325162E-07
-3.990875,1.06811522802072E-06
-3.9880625,4.27246102627724E-07
-3.98840625,2.19726562068424E-06
-3.987046875,6.71386711278966E-07
-3.986609375,0
-3.98515625,6.1035388625454E-08
-3.986625,9.15527321083687E-07
-3.984515625,6.40869106360598E-07
-3.983921875,7.32421869449477E-07
-3.981671875,4.57763697549277E-07
-3.979875,4.45556640913266E-06
-3.9811875,1.58691406636809E-06
-3.9793125,3.57055664624424E-06
-3.97565625,1.25122070099545E-06
-3.976328125,1.49536133880518E-06
-3.974125,2.38037109812877E-06
-3.9754375,2.65502929836861E-06
-3.97403125,2.74658202246295E-06
-3.972234375,4.27246070907066E-07
-3.969234375,3.14331054538272E-06
-3.9670625,1.831053517141E-07
-3.967828125,1.31225585687125E-06
-3.964171875,4.27246094063146E-06
-3.967234375,4.36401366911968E-06
-3.9619375,5.18798844103016E-07
-3.9595625,2.13623035453533E-07
-3.9626875,7.75146484453697E-06
-3.9595,3.11279296448033E-06
-3.959140625,5.64575195157717E-06
-3.956390625,1.77001953990245E-06
-3.9549375,5.43212890761791E-06
-3.947765625,6.68334960558778E-06
-3.949515625,1.92260741776829E-06
-3.949484375,4.6081542953199E-06
-3.9445,2.34985351687149E-06
-3.941203125,3.54003906066312E-06
-3.94096875,2.74658212608377E-07
-3.9425,1.83105468657629E-06
-3.935453125,1.67846680040188E-06
-3.9326875,9.4604491368588E-07
-3.93678125,3.75366211020732E-06
-3.93759375,1.03149414087282E-05
-3.92034375,5.40161132729435E-06
-3.923921875,2.89916992761918E-06
-3.922625,7.32421869449477E-07
-3.915359375,1.80053710742546E-06
-3.91259375,1.03759766208314E-06
-3.909421875,9.15527365492607E-07
-3.909046875,5.18798817980121E-07
-3.9013125,8.45336914184621E-06
-3.90065625,9.1552733588666E-07
-3.902734375,6.2561035158087E-06
-3.897171875,8.85009765663467E-06
-3.892609375,7.99560546784658E-06
-3.883265625,1.58386230472662E-05
-3.886984375,3.41796874568523E-06
-3.886578125,2.47192383123665E-06
-3.87678125,1.19018555760456E-06
-3.86965625,9.15526388495848E-08
-3.8616875,3.84521484611013E-06
-3.86609375,1.67846680040188E-06
-3.861015625,3.38745117414694E-06
-3.85628125,5.40161132478537E-06
-3.86009375,9.46044921994646E-06
-3.84503125,9.55200195287729E-06
-3.836234375,5.31005859163275E-06
-3.837296875,6.04248046879694E-06
-3.835734375,4.6691894547025E-06
-3.82978125,1.33972167958439E-05
-3.814890625,4.08935546498582E-06
-3.8155,6.53076171812552E-06
-3.806546875,1.52587890696054E-06
-3.807859375,7.904052737009E-06
-3.79546875,3.20434570097984E-06
-3.789640625,7.32421869449477E-07
-3.78575,1.17797851563898E-05
-3.777703125,1.00708007701139E-06
-3.76465625,6.40869127507704E-07
